Date,Open,High,Low,Close,Volume,DailyReturn,Momentum_10_Pct,SMA_20,SMA_50,EMA_20,RollingMean_10,Price_to_SMA20,Price_to_SMA50,Price_to_EMA20,Price_to_RollingMean10,RSI_14,MACD,MACD_Signal,MACD_Diff,MACD_Norm,MACD_Signal_Norm,MACD_Diff_Norm,BB_High,BB_Low,BB_PctB,BB_Width,ATR_14,ATR_Pct,OBV,OBV_Zscore,ADX_14,Volatility_20,Dist_From_52w_High,Dist_From_52w_Low,VolumeChange,FutureReturn,Target,Sector,Ticker
2021-09-15,155.42545070585683,157.9993041157999,154.5335191503644,156.5722198486328,6917307,0.01319278278454905,0.07849042071577683,145.1546661376953,140.9830792236328,148.49653414587405,151.25708465576173,0.07865784831268674,0.11057455058327892,0.054382991153353766,0.035139743734764695,62.65323169179405,4.012098474462903,3.013151966419124,0.9989465080437787,0.025624587033010227,0.019244486469771636,0.006380100563238591,160.64915015435582,129.66018212103478,0.868439300678252,21.348929977851743,5.17975121756804,0.033082185476935796,174796703,2.024715129291347,21.806778830884316,0.03629109533885643,-0.029518897116273018,0.30132246767038096,-0.14835854225447576,-0.020670751537088992,0,METAL,VEDL.NS
2021-09-16,158.02477042792086,158.9676725447031,155.11963147168058,157.54058837890625,9401199,0.006184804246945008,0.102454842360163,145.76444396972656,141.52137268066406,149.35787264425807,152.72116241455078,0.08078886790543693,0.11319290786126524,0.05478596869237595,0.03155702777636993,63.561452005890075,4.237242839854304,3.25797014110616,0.9792726987481437,0.02689619788433928,0.020680195336520546,0.006216002547818734,162.17379146027258,129.35509647918053,0.8588242742730728,22.514883662512432,5.084629064386218,0.03227504173182979,184197902,2.065343309364475,22.451122491072947,0.02796897243187487,-0.02351666146957783,0.30937089239507376,0.35908367230195215,-0.016499460510742324,0,METAL,VEDL.NS
2021-09-17,157.43861435296552,157.43861435296552,151.22058829187495,153.92185974121094,16865737,-0.022970135346909948,0.049833081770418675,146.3670867919922,142.0050308227539,149.7925380820631,153.45179290771483,0.05161524434762521,0.08391835732447572,0.02756693832696544,0.0030632866816928672,57.89537956241791,4.076676820674095,3.421711477019747,0.6549653436543479,0.026485366195082478,0.02223018538609575,0.00425518080898673,163.04305052383347,129.69112306015091,0.7265168319715631,22.786494009462828,5.17286985171801,0.03360711636680563,167332165,1.7114285273165384,21.858881851458538,0.027919307033006976,-0.04594661591962416,0.2792944657774546,0.79399851019003,0.0004967571995345095,0,METAL,VEDL.NS
2021-09-20,149.89546580012737,150.50706665208003,144.95161058807372,146.0474090576172,13157824,-0.05115875481775678,-0.011952638288867168,147.21487274169922,142.31537841796876,149.43585912735395,153.27511596679688,-0.00793033789548181,0.026223663817185994,-0.02267494622458066,-0.04715512275812195,47.890981100539506,3.2762580693980965,3.392620795495417,-0.11636272609732057,0.02243283938098196,0.02322958563514806,-0.0007967462541660995,161.89633638347738,132.53340909992107,0.4602402147167447,19.945625558550738,5.444111230390811,0.03727632873133034,154174341,1.4444532202280551,20.75984321911838,0.021634025762802968,-0.0947547990788432,0.21384735386303272,-0.21984885688659794,0.07485610983514052,1,METAL,VEDL.NS
2021-09-21,145.76708867195603,149.7170709698849,144.2125857311656,149.28384399414062,10413898,0.022160166739052745,-0.01200912709412938,148.11181030273437,142.76428985595703,149.42138149561936,153.09365997314453,0.007913168362540857,0.04566656090792409,-0.0009204673394266338,-0.024885524192655772,51.59337938763733,2.8699902327717552,3.288094682950685,-0.4181044501789297,0.019225055813034946,0.022025790567663454,-0.002800734754628507,160.8716508923244,135.35196971314434,0.5459266588472291,17.230010980906172,5.448423659557131,0.03649707506038618,164588239,1.549973591981743,19.889150631614513,0.021785449483337868,-0.07469441448670307,0.24074641362039548,-0.2085394971083364,0.06060091587173707,1,METAL,VEDL.NS
2021-09-22,149.84448763427503,151.88318814630597,148.137072844639,150.30319213867188,7386307,0.0068282549354186095,0.004941319156941626,148.76125717163086,143.16646545410157,149.50536346162437,153.16756439208984,0.01036516493848949,0.04984915051114602,0.005336455218559966,-0.018700906192420264,52.73250896884016,2.6002983012718914,3.1505354066149263,-0.5502371053430348,0.01730035313470135,0.020961200901895665,-0.0036608477671943133,160.5412994747538,136.98121486850792,0.565446919771767,15.83751378160499,5.3268302054221195,0.0354405660294128,171974546,1.6001423464010416,18.56789892222417,0.019785290437873103,-0.0683761920556515,0.24921854644280184,-0.29072600864729037,0.05866397570828008,1,METAL,VEDL.NS
2021-09-23,152.39287647827155,154.12576895283283,151.9341719341306,152.6986846923828,7756451,0.015937735716889057,0.002174342141829211,149.44298095703124,143.62230407714844,149.80948929312518,153.20069427490233,0.02178559149785486,0.06319617745694206,0.01928579700051225,-0.0032768101012565776,55.38934029254506,2.5504615979566836,3.030520644883278,-0.4800590469265944,0.016702577386928274,0.019846409620281762,-0.003143832233353491,160.45227365784027,138.4336882562222,0.6478616212607521,14.733770204937876,5.21938353461775,0.03418093315690566,179730997,1.649313031372781,17.63945048862338,0.019866200663416926,-0.05352821801707274,0.26912826148864344,0.05011218732175626,0.08394534728333757,1,METAL,VEDL.NS
2021-09-24,152.39285263966633,152.39285263966633,148.54481191336143,149.38577270507812,9015535,-0.021695746718307873,-0.028987899128125494,150.01898727416992,144.00996673583984,149.7691353323588,152.75472869873047,-0.004220896171859501,0.03732940220102421,-0.002559690462456965,-0.022054675638203958,51.11063417010035,2.2180727790163814,2.8680310717098987,-0.6499582926935172,0.014847951975958028,0.01919882342056798,-0.004350871444609952,159.6663243137742,140.37165023456564,0.4671818986683933,12.861488022143645,5.143275623503724,0.03442948769731729,170715462,1.4553664872103933,16.73961549591327,0.020537621659458244,-0.0740626300749998,0.24159357617433946,0.16232733243592978,0.08700115401751925,1,METAL,VEDL.NS
2021-09-27,149.7934811052046,149.7934811052046,146.2257560643332,146.58253479003906,8561365,-0.018765092982270137,-0.06789821589050327,150.3337730407715,144.33581085205077,149.46564956642356,151.68695983886718,-0.024952731344772827,0.01556594946690848,-0.019289480792061386,-0.03365104722416745,47.74947115910079,1.7087568874330827,2.6361762348545357,-0.9274193474214529,0.01165730207818183,0.01798424511235615,-0.006326943034174323,159.05693615371686,141.61060992782612,0.28498405898397655,11.605061107033606,5.030736296172842,0.03432016169851842,162154097,1.28056751681868,16.371773779509542,0.020899080766606522,-0.09143793091740109,0.21829495727123868,-0.050376378107344744,0.12360935635526735,1,METAL,VEDL.NS
2021-09-28,146.25128110095412,150.30318895023058,145.4357978026308,148.13706970214844,7363760,0.010605185087950941,-0.04139182525373719,150.58245010375975,144.71432159423827,149.33911815077832,151.0473175048828,-0.01623947810602311,0.023651757961503872,-0.008049119771929125,-0.019267126691212444,49.724003266450296,1.4142556902932597,2.3917921259422807,-0.977536435649021,0.009546939824966369,0.01614580422544697,-0.006598864400480603,158.73897100178144,142.42592920573807,0.35009660171382445,10.833295503428696,5.0190687855604805,0.03388124792566819,169517857,1.3440796908203216,16.18601208408388,0.020562356699329834,-0.08180246201088845,0.23121520078481747,-0.13988481976881018,0.11422687221289059,1,METAL,VEDL.NS
2021-09-29,147.2451366970969,150.43060614603917,146.27675709542845,148.90158081054688,7701691,0.005160835906472316,-0.04899106013507104,150.76866912841797,145.0793551635742,149.29744792789913,150.2802536010742,-0.012383795178829815,0.02634575844828624,-0.002651533049268351,-0.009174011604925036,50.71050061072162,1.2283909012919025,2.159111881012205,-0.9307209797203027,0.008249683412393256,0.014500261644363098,-0.006250578231969842,158.5860754965706,142.95126276026534,0.38058134437801305,10.370067485963038,4.957267375921211,0.033292241418367015,177219548,1.4098942478262553,15.978840270443497,0.020380953561928185,-0.07706379518759977,0.23756930040162227,0.04589109368040245,0.12339566654991273,1,METAL,VEDL.NS
2021-09-30,149.30933499667867,149.58965009551,146.0219241988539,146.60804748535156,6824351,-0.015403015285065824,-0.06939507466647554,150.95408096313477,145.47139450073243,149.0413145524184,149.18699951171874,-0.02879043381970292,0.007813584165603071,-0.016326124567366596,-0.017286707520145494,47.6874509746858,0.8858116600212327,1.9044518368140109,-1.0186401767927782,0.006042039814422459,0.012990090717934808,-0.006948050903512348,158.16883669812336,143.73932522814619,0.19880938195130146,9.55887471071489,4.858014413116561,0.03313606924341553,170395197,1.2632567828630274,15.842877218318963,0.02036847035882449,-0.09127979565746579,0.2185070015512079,-0.11391524276941256,0.12828107103325787,1,METAL,VEDL.NS
2021-10-01,145.66515022086597,147.95868837338938,144.3145141974124,145.69064331054688,7227287,-0.00625752945039626,-0.05347659159331375,150.9078353881836,145.92946853637696,148.7222030055735,148.36387786865234,-0.034572042360931254,-0.0016365798369953888,-0.020384042421110582,-0.01801809575557267,46.49351751010257,0.5341311617760596,1.6303877018064208,-1.0962565400303612,0.00366620085984199,0.011190750927849004,-0.007524550068007015,158.24407005252223,143.57160072384497,0.1444230374065428,9.722801530440712,4.771311539035163,0.03274960855835384,163167910,1.1180066062925709,16.095080995346255,0.01958673709045814,-0.09696613909830934,0.21088215810348712,0.05904385633153986,0.1640718426155391,1,METAL,VEDL.NS
2021-10-04,146.83740997490227,152.90254099002996,145.84353723684674,152.0360870361328,8623041,0.043554229574374936,0.0410050271836937,151.1189308166504,146.450205078125,149.0378110084839,148.9627456665039,0.0060691020941325835,0.038141851389200676,0.020117552769734592,0.020631610647869447,54.9036588036019,0.758700286140396,1.4560502186732158,-0.6973499325328198,0.004990264488720258,0.009577004032780532,-0.004586739544060274,158.32882274769463,143.90903888560615,0.5636040198836646,9.54201024594577,4.945639120495729,0.03252937652440602,171790951,1.2065705185317934,14.95415490179897,0.021844013633658847,-0.0576351950071629,0.26362119760504105,0.19312281358136185,0.13375831017709341,1,METAL,VEDL.NS
2021-10-05,152.74962753171206,156.97992446949775,152.49478999198885,154.43154907226562,12193085,0.015755877981544764,0.03448266698121105,151.28558807373048,146.97090606689454,149.5515003478917,149.4775161743164,0.02079484925558095,0.05076272035756069,0.03263122545091024,0.03314232818915697,57.61228383237644,1.1170895883265928,1.3882580926038912,-0.27116850427729844,0.00723355813651688,0.008989472040808587,-0.0017559139042917081,158.63854984181174,143.93262630564922,0.7139247488128908,9.72063745357915,4.9455104285578155,0.03202396439242854,183984036,1.3440017335296321,14.773312121566365,0.02156960420740664,-0.04278741012559363,0.2835306590093994,0.41401217969391535,0.021617207923543,0,METAL,VEDL.NS
2021-10-06,155.04317316886582,156.52122786261538,147.2961053509338,148.28997802734375,9850825,-0.03976888842867177,-0.013394353657310898,151.2218795776367,147.32754333496095,149.43135536498238,149.27619476318358,-0.019388077694059702,0.006532618888476449,-0.007638138159496988,-0.006606657795667936,49.41708371462866,0.8952226666459069,1.2896510074122944,-0.39442834076638755,0.00603697349311653,0.00869681838630046,-0.0026598448931839306,158.65504016802578,143.78871898724765,0.30278230810162665,9.830800425374834,5.251197005923799,0.03541167836005418,174133211,1.1573827470945142,14.009462831677906,0.023342003503149338,-0.08085469081482881,0.23248607143647507,-0.19209740602972913,0.12854438395395423,1,METAL,VEDL.NS
2021-10-07,150.30321825162088,150.30321825162088,147.85678343377228,148.2135467529297,7738137,-0.0005154176663237919,-0.02937247264761056,151.01418762207032,147.74641906738282,149.31537359240593,148.8276809692383,-0.018545548025921565,0.0031616853287919078,-0.007379192195466455,-0.004126478436733416,49.323052786109464,0.7050962569240653,1.1727400573146487,-0.4676438003905834,0.004757299669101454,0.007912502487168687,-0.0031552028180672335,158.53927293156613,143.48910231257452,0.31391301533774346,9.966064020856324,5.050856849632713,0.03407824021681658,166395074,1.0086673417732344,13.300174205352908,0.022914183359456226,-0.08132843454510151,0.2318508263417587,-0.21446812830397455,0.21939453676151818,1,METAL,VEDL.NS
2021-10-08,150.3032068704774,153.6670661558436,149.1564377200607,149.86997985839844,7025380,0.011175989926413443,0.003241320405231951,150.8154151916504,148.1538345336914,149.36819323678617,148.8761016845703,-0.006268824258120698,0.011583536329711208,0.003359394063345178,0.006675874519698866,51.47791996311623,0.6802386479552069,1.0742397754427604,-0.39400112748755345,0.004538858606626333,0.007167811568786048,-0.0026289529621597156,158.24020638978715,143.39062399351366,0.4363325305707437,9.84619667518948,5.07961846058137,0.033893501990063274,173420454,1.0812818420842003,12.796415221895042,0.022953229488159806,-0.0710613703838951,0.24561797876779826,-0.09210963827598295,0.1753102435898467,1,METAL,VEDL.NS
2021-10-11,149.8189935130853,153.81993038176327,149.1818996736081,151.75575256347656,6922845,0.012582724751547092,0.035292183893855356,150.54019165039062,148.4215692138672,149.5955798393281,149.39342346191407,0.008074660326651495,0.022464277714278724,0.014440083901333,0.015812805187938705,53.88216695207328,0.803443316570366,1.0200804836682815,-0.21663716709791547,0.005294318686432008,0.006721857105493257,-0.0014275384190612494,157.37351212294027,143.70687117784098,0.5889436488431216,9.078400123761119,5.048076478265214,0.033264481859781224,180343299,1.1510190117417465,12.36099936512818,0.022537557466974306,-0.05937279129635635,0.26129124694021183,-0.014594940060181805,0.23459275157069076,1,METAL,VEDL.NS
2021-10-12,154.7118728234008,159.75766883621972,151.83221157379447,159.12057495117188,21173375,0.04853076251336663,0.0741442048982568,150.7695457458496,148.7095458984375,150.50272223093228,150.4917739868164,0.05538936370743941,0.07000915099185812,0.05726044414675968,0.0573373596161566,61.8356166121547,1.4783223406682566,1.1117288550682767,0.36659348559997995,0.009290579430861774,0.006986707127028824,0.00230387230383295,158.38657664988187,143.15251484181732,1.0481813918400567,10.104203559613044,5.259065035013639,0.033050817197131474,201516674,1.4317554566021617,13.077291201886636,0.024805551957640243,-0.01372343561714886,0.3225026729056553,2.0584788479302945,0.1335682940539842,1,METAL,VEDL.NS
2021-10-13,160.67506286936108,164.62504458938503,159.1205601560033,162.81570434570312,16291520,0.02322219735358022,0.09344510286200203,151.08171997070312,148.9621109008789,151.6753871942438,151.88318634033203,0.0776664733316208,0.09300078631433029,0.0734484174231409,0.07197977780683429,65.08876527001124,2.2849948914121967,1.3463820623370608,0.9386128290751359,0.014034241356475758,0.008269362391961382,0.0057648789645143765,160.021358154672,142.14208178673425,1.156289669309108,11.834175816508296,5.27659499203993,0.032408390905807515,217808194,1.626674390145875,14.458968494351836,0.025147926678335732,0.0,0.3532140909765077,-0.23056574589549372,0.08561613601879611,1,METAL,VEDL.NS
2021-10-14,165.13471823742088,174.53822924756005,165.13471823742088,169.16114807128906,26405427,0.03897316755214719,0.15383262360267702,151.66274795532226,149.34494049072265,153.3406977539624,154.13849639892578,0.1153770477712932,0.13268750528443518,0.10317189467019938,0.09746203591790059,69.84271825428326,3.3971527153590557,1.7565361929414598,1.640616522417596,0.02008234605931738,0.01038380392287955,0.00969854213643783,163.30733917402063,140.0181567366239,1.2513531298491891,15.355901664301507,5.737018557026858,0.03391451655677535,244213621,1.9552882678222565,16.80816584881593,0.026452302941990004,0.0,0.4059531304780616,0.6208080645636502,0.020940191563433457,0,METAL,VEDL.NS
2021-10-18,175.96536003453798,192.83561200021657,175.96536003453798,191.0007781982422,48802954,0.1291054735437791,0.31100236678284476,153.51669387817384,150.18278259277344,156.92737208198903,158.6695098876953,0.24416943443176664,0.27178878231433745,0.21712850769240566,0.20376484639947923,79.9583206114965,5.971980163446318,2.5996249870424317,3.3723551764038864,0.031266784459107924,0.01361054657245557,0.017656237886652354,174.26093284173925,132.77245491460843,1.4034817904359935,27.02538523924623,7.018264655019762,0.036744691415526144,293016575,2.552269149618773,20.13700430203281,0.03776209518169628,0.0,0.5874693751687905,0.8482168078554457,-0.07338233328622568,0,METAL,VEDL.NS
