Date,Open,High,Low,Close,Volume,DailyReturn,Momentum_10_Pct,SMA_20,SMA_50,EMA_20,RollingMean_10,Price_to_SMA20,Price_to_SMA50,Price_to_EMA20,Price_to_RollingMean10,RSI_14,MACD,MACD_Signal,MACD_Diff,MACD_Norm,MACD_Signal_Norm,MACD_Diff_Norm,BB_High,BB_Low,BB_PctB,BB_Width,ATR_14,ATR_Pct,OBV,OBV_Zscore,ADX_14,Volatility_20,Dist_From_52w_High,Dist_From_52w_Low,VolumeChange,FutureReturn,Target,Sector
2021-09-15,119.94247864589104,121.3068216478395,118.97104373876488,120.6077767124411,72573229,0.008375280206753377,0.039187324173166393,115.26300930099333,113.47731216045374,116.68627271748684,117.67729246274739,0.04637018800620285,0.06283603670401616,0.033607243625381145,0.024902716474560327,61.50051753934795,1.6842910788894443,1.2214441392551447,0.46284693963429957,0.013965028829817606,0.01012740780528084,0.003837621024536765,122.81821747946445,107.70780112252221,0.8537141058983589,13.109510543389932,3.432133986521665,0.028456987435434827,2449755923,1.6266132503345048,22.256751783143024,0.023658442659482644,-0.023586597318749854,0.2106440545870631,-0.16964808512457263,-0.03783594091529834,0,METAL
2021-09-16,120.97507733872705,121.7086400283828,118.92766773399084,119.67093301417049,83377204,-0.007767688981650589,0.05186058118393699,115.29621082400305,113.78348040210442,116.97052607907577,118.26731401578945,0.03794333013116402,0.051742595597007,0.023086216892528544,0.01186819037924236,58.8040552107754,1.7163505821052212,1.3204254278251601,0.39592515428006103,0.014342251195634821,0.01103380239935796,0.0033084487962768594,122.92244005015465,107.66998159785146,0.7868207904875053,13.228932974723431,3.385622437083829,0.0282911008697737,2366378719,1.461460962029827,22.56531890604514,0.022208213918749074,-0.031171072948292994,0.20124014810354632,0.14886997793635448,-0.027948517894577623,0,METAL
2021-09-17,119.92544864252174,120.07502512605764,115.02116811810464,116.9368431776423,245410085,-0.022846732850360874,0.015213816420667214,115.27898295739381,114.04174422265238,116.96731818370115,118.44255352062494,0.014381287704986256,0.025386308975927196,-0.0002605429151669725,-0.01271257920592228,51.68228988965672,1.5038048431682682,1.3571013108937817,0.14670353227448651,0.012859974686368032,0.011605421131748598,0.0012545535546194344,122.88873487834877,107.66923103643884,0.6089299781037045,13.202323139452865,3.5047820492887696,0.029971580846975224,2120968634,1.0740028718232768,20.99355620674142,0.022580645659846063,-0.05330564862234511,0.17379573535069667,1.9433714879669028,0.020793187769609176,0,METAL
2021-09-20,114.22577445252465,114.4700002309822,107.68607568266634,108.34233867130494,342571530,-0.0734969772809857,-0.07326750257079195,115.27435618871932,114.07791626788065,116.14589156347294,117.58599862488688,-0.060134948887207385,-0.05027772056343738,-0.06718750691154163,-0.07861191010564361,36.65436959354595,0.6345415276190352,1.2125893542388324,-0.5780478266197973,0.005856819553657068,0.011192202135470362,-0.005335382581813294,122.90084162431585,107.6478707531228,0.045530010123714486,13.231885542888582,3.915209581123569,0.03613739216948003,1778397104,0.5483055616977908,21.562818686211976,0.022241943940437797,-0.12288482185758606,0.08752529685710866,0.395914638145372,0.08254111285102819,1,METAL
2021-09-21,108.4926485636737,112.0013108818739,107.02491245404136,111.56434960953274,311986649,0.0297391673259233,-0.05062785493167188,115.454199868912,114.24015802260254,115.70955423452625,116.99105134979371,-0.03369171726793685,-0.02342266029201734,-0.03582422084689563,-0.04638561392217577,43.30952335581705,0.20329004153317953,1.0107294916977019,-0.8074394501645223,0.0018221774450770355,0.009059609949192398,-0.0072374325041153625,122.5329451859724,108.3754545518516,0.22524436993061614,12.2624301672831,3.991008784459925,0.03577315512014519,2090383753,0.9862183481002428,22.23201921676567,0.023162714423248982,-0.09680014681070172,0.1198673936315167,-0.08928027673519745,0.06383715538624588,1,METAL
2021-09-22,112.049399579049,114.15374592993096,111.05094832124864,113.15069968594928,147613507,0.014219148697309114,-0.034104625141592515,115.5493437959783,114.38104941889571,115.46585380132845,116.59152959021762,-0.020758612997960668,-0.010756587207383927,-0.02005055208237272,-0.029511834319026153,46.30086115813702,-0.010355305190699937,0.8065125323200215,-0.8168678375107215,-9.151781844426216e-05,0.0071277732666126135,-0.007219291085056876,122.44825124720026,108.65043634475634,0.326157683155746,11.941058641411471,3.927565129047239,0.03471092215910489,2237997260,1.173304981740318,22.025312931414472,0.022385600432256993,-0.08395741379481524,0.13579095462283133,-0.5268595387875075,0.04758452307329247,0,METAL
2021-09-23,115.0255562363649,116.26292017897626,113.7227777372918,115.11944194167144,129426429,0.017399293695809392,-0.017611560668227666,115.71942336977926,114.56284008676833,115.43286219564683,116.38515164900045,-0.0051847944851107775,0.0048584851290482955,-0.002715173547756078,-0.010875182009009166,49.83840020355045,-0.020572587151050925,0.6410955084258071,-0.661668095576858,-0.00017870645308960597,0.005568959487752177,-0.005747665940841783,122.39625725026707,109.04258948929146,0.455069914959155,11.539694350449894,3.8693262264743638,0.033611405347455284,2367423689,1.3248140332580058,21.10493304412758,0.02267457911922374,-0.06801891979956241,0.15555291501935775,-0.12320741082318432,0.042270902952673765,0,METAL
2021-09-24,115.06116569965924,115.44074809407527,111.28395792465048,112.31548327172702,166374652,-0.024356951550938977,-0.0516150806755028,115.81955472954076,114.67691940788717,115.13596896479733,115.77388373319393,-0.030254575455728183,-0.020592078583493434,-0.0244969987956819,-0.0298720259694919,45.26476406818162,-0.25202074939873853,0.462472256860898,-0.7144930062596365,-0.0022438647108789078,0.004117618011240979,-0.006361482722119886,122.22355138551008,109.41555807357143,0.22641526486842356,11.058575852624875,3.8898593652565374,0.034633331504666416,2201049037,1.0381405898773908,20.874490745691535,0.02321300253934264,-0.09071913781639622,0.12740716865368495,0.2854766471228223,0.052276151310388916,1,METAL
2021-09-27,112.2793260971618,113.60952431920772,110.59139347031643,111.58618489767473,113249122,-0.0064933021949242775,-0.07339629640755185,115.80843232071734,114.76985484986326,114.79789429173803,114.89000935734319,-0.03645889455915974,-0.027739600754512317,-0.02797707583295328,-0.028756412138435383,44.13039684078423,-0.4886603963901308,0.27224572621069226,-0.7609061226008231,-0.00437921949601768,0.0024397798568016587,-0.00681899935281934,122.24096400422093,109.37590063721376,0.17180515924463344,11.108917640279373,3.82759304265902,0.03430167494451888,2087799915,0.8369154931164372,20.82811068755517,0.02308206874451332,-0.0966233732346157,0.12008657321089257,-0.31931264385154057,0.038785697522227096,0,METAL
2021-09-28,111.713517124418,113.98029697252748,110.81434911781962,112.40666665682356,104961454,0.007352897313419371,-0.060192409835796656,115.69627864457657,114.86779190837619,114.57015832650808,114.17007176389374,-0.028433170247928352,-0.021425720915012825,-0.01888355311091472,-0.015445423479429454,45.77676589921852,-0.6030415134297584,0.09718827828260214,-0.7002297917123605,-0.005364819822216045,0.0008646131156910559,-0.006229432937907101,122.28209966414883,109.1104576250043,0.2502504260306592,11.384672172221133,3.7803326720910806,0.033630858244666204,2192761369,0.971577365966827,20.64587037694867,0.022385035951555565,-0.08998093766266663,0.12832245476585208,-0.07318085874431768,0.03643931049401163,0,METAL
